Id Op. Réf;Opération Réf;Description Op. Réf;Version PMS Op.Réf;Version PMS en cours;Type d'Opération Part/Service;Cycle;STF / Opé. Part.;Statut Op. Réf;LCN Racine Op. Réf;LCN Article Op. Réf;Référence document Maintenance;Rang;Date début applicabilité Op. Réf;Date fin applicabilité Op. Réf;SEF;Cadence Op. Réf;Type Op. Réf;Libellé Type Op. Réf;Nb Référentiels Applicables;Déclinaison MR;Récapitulatif(Nb Référentiels Applicables)
86843;MOPJ6;Module Organe Passerelle Jour 6;A.51;N;-;MODULAIRE;-;DESACTIVE;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
86844;P11YB;ATP 11 ANS FREIN SC;A.51;N;-;REVISION;-;DESACTIVE;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
86845;MOAJ7;Module Organe Atelier Jour 7;A.51;N;-;MODULAIRE;-;DESACTIVE;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
86846;MITJb;Module Inventaire Terre Plein Jour b détartrage Réservoir to;A.51;N;-;MODULAIRE;-;DESACTIVE;PHZ;PHZL;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
86847;P18YA;ATP 18 ANS SIEGE COND;A.51;N;-;REVISION;-;DESACTIVE;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
86848;MITJ8;Module Inventaire Terre plein non couvert Jour 8;A.51;N;-;MODULAIRE;-;DESACTIVE;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
86849;P20YA;ATP 20 ans ATESS;A.51;N;-;REVISION;-;DESACTIVE;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
86850;MITJa;Module Inventaire Terre Plein Jour a détartrage Réservoir to;A.51;N;-;MODULAIRE;-;DESACTIVE;PHZ;PHZL;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
86851;P18YB;ATP 18 ANS TDB;A.51;N;-;REVISION;-;DESACTIVE;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112164;S0002;Veille sur les codes défauts;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112165;VIC--;VIC;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 090;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112166;MIPKf;Module Inventaire Passerelle Kilomètre f;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112167;MITJ1;Module Inventaire Terre plein non couvert Jour 1;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112168;MITJ2;Module Inventaire Terre plein non couvert Jour 2;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112169;MITJ4;Module Inventaire Terre plein non couvert Jour 4;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112170;MIPJd;Module Inventaire Passerelle Jour d;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112171;MIPK7;Module Inventaire Passerelle Kilomètre 7;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112172;MIPKe;Module Inventaire Passerelle Kilomètre e;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112173;MIFKb;Module Inventaire Fosse Kilomètre b;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;VF1 502;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112174;MIFKa;Module Inventaire Fosse Kilomètre a;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;VF1 502;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112175;MIPJ2;Module inventaire Passerelle Jour 2;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112176;MIFKc;Module Inventaire Fosse Kilomètre c;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;VS7 004;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112177;P9YK-;ATP 9 ANS FREIN Disque;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112178;P9YJ-;ATP 9 ANS BFC Organique;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112179;P9YM-;ATP 9 ANS BFC;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112180;P9YL-;ATP 9 ANS BFC Fonte;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112181;S0001;Vidange de rodage des réducteurs;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112182;P9YE-;ATP 9 ANS FREIN SC1;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112183;P9YH-;ATP 9 ANS FREIN 2;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112184;P9YI-;ATP 9 ANS FREIN 3;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112185;P9YF-;ATP 9 ANS FREIN 1;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112186;P9YG-;ATP 9 ANS FEM;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112187;MIFK6;Module Inventaire Fosse Kilomètre 6;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112188;MIFK9;Module Inventaire Fosse Kilomètre 9;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112189;MIDSC;Module Inventaire Double installation Saison Chaude;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112190;MIDSF;Module Inventaire Double installation Saison Froide;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112191;MIDK5;Module Inventaire Double installation Kilomètre 5;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112192;MIDKg;Module Inventaire Double installation Kilomètre g;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112193;MIDK1;Module Inventaire Double installation Kilomètre 1;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112194;MIDJ3;Module Inventaire Double installation Jour 3;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112195;GT5--;CORRECTIF : CVS;A.52;N;-;CORRECTIF;-;INACTIF;PHZ;PHZHB;Non renseignée;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112196;GT08-;CORRECTIF : Moteur;A.52;N;-;CORRECTIF;-;INACTIF;PHZ;PHZFD02;Non renseignée;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112197;GS651;CORRECTIF : Compteur Energie;A.52;N;-;CORRECTIF;-;INACTIF;PHZ;PHZGF02;Non renseignée;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112198;P9YB-;ATP 9 ANS FREIN SC 2;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112199;P9YA-;ATP 9 ANS CLIM CAB VT TA;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112200;P7YC-;ATP 7 ANS L3M2 Modules;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112201;P7YB-;ATP 7 ANS L3M2 Filtres;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112202;P9YD-;ATP 9 ANS FREIN PF1;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112203;P9YC-;ATP 9 ANS FREIN PAUX1;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112204;GR02-;CORRECTIF : Bogie;A.52;N;-;CORRECTIF;-;INACTIF;PHZ;PHZEB01;Non renseignée;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112205;GR11-;CORRECTIF : Essieu;A.52;N;-;CORRECTIF;-;INACTIF;PHZ;PHZEC01;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112206;GR11R;CORRECTIF : Reprofilage Essieu;A.52;N;-;CORRECTIF;-;INACTIF;PHZ;PHZEC01;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112207;GR2--;CORRECTIF : 1/2 accouplement (côté réducteur ou moteur);A.52;N;-;CORRECTIF;-;INACTIF;PHZ;PHZEC01;Non renseignée;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112208;GS59-;CORRECTIF : Ecran STM;A.52;N;-;CORRECTIF;-;INACTIF;PHZ;PHZJD03;Non renseignée;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112209;OS651;Echange Organe Compteur Energie 25kV;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZGF02;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112210;GA2--;CORRECTIF : Resistance Freinage;A.52;N;-;CORRECTIF;-;INACTIF;PHZ;PHZFD06;Non renseignée;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112211;OS652;Echange Organe Compteur d'Energie C2M;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZGF02;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112212;GA11-;CORRECTIF : Production d'air;A.52;N;-;CORRECTIF;-;INACTIF;PHZ;PHZQB0102;Non renseignée;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112213;GC3--;CORRECTIF : Attelage;A.52;N;-;CORRECTIF;-;INACTIF;PHZ;PHZSB01;Non renseignée;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112214;OT08-;Echange Organe Moteur;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZFD02;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112215;GA912;CORRECTIF : Batterie;A.52;N;-;CORRECTIF;-;INACTIF;PHZ;PHZHC01;Non renseignée;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112216;OT5--;Echange Organe CVS 400V/72V;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZHB;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112217;GG5--;CORRECTIF : Climatisation;A.52;N;-;CORRECTIF;-;INACTIF;PHZ;PHZL;Non renseignée;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112218;GE91-;CORRECTIF : Panto;A.52;N;-;CORRECTIF;-;INACTIF;PHZ;PHZFB02;Non renseignée;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112219;P10YC;ATP 10 ANS POMPE M2A;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112220;P10YD;ATP 10 ANS POMPE L3M2;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112221;P1_2P;ATP 1200000 km essieux porteur et moteur;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZEC01;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112222;P1_5M;ATP 1500000 km Amortisseurs;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZEB01;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112223;P10YA;ATP 10 ans Absorbeur Intermédiaire;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112224;P10YB;ATP 10 ans Bogie1;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112225;AIP4C;Remplacement fin de vie reservoir 57L D300;A.52;N;-;RESERVOIR;-;INACTIF;PHZ;PHZQD02;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112226;AIP4D;Remplacement fin de vie reservoir 25L D300;A.52;N;-;RESERVOIR;-;INACTIF;PHZ;PHZQD02;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112227;AIP4A;Remplacement fin de vie reservoir principal RP;A.52;N;-;RESERVOIR;-;INACTIF;PHZ;PHZQD01;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112228;AIP4B;Remplacement fin de vie reservoir 25L D250;A.52;N;-;RESERVOIR;-;INACTIF;PHZ;PHZQD02;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112229;0R01B;Echange Organe Bogie Moteur Intermédiaire;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZEB01;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112230;OR2--;Echange Organe 1/2 accouplement côté réduc et réducteur;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZEC01;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112231;OR1PO;ATP 100000 km essieu porteur;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZEC01;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112232;OS59-;Echange Organe ECRAN STM;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZJD03;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112233;OR11A;Echange Organe ESSIEU Moteur;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZEC01;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112234;OR02-;Echange Organe Bogie Porteur;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZEB01;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112235;OR1MO;ATP 700000 km essieu moteur;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZEC01;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112236;OR11B;Echange Organe ESSIEU Porteur;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZEC01;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112237;OG5-B;Echange Organe CLIM Cabine;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZL;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112238;OR01A;Echange Organe Bogie Moteur Extrémité;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZEB01;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112239;OG5-C;Echange Organe CLIM 12 kW;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZL;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112240;P10YF;ATP 10 ANS POMPE TFP;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112241;P10YE;ATP 10 ANS PORTE JOINT;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112242;OG5-A;Echange Organe CLIM 32 kW;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZL;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112243;OF75-;Echange Organe 1/2 accouplement côté moteur;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZFD02;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112244;OE91B;Echange Organe PANTO 25 KV;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZFB02;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112245;OE91A;Echange Organe PANTO 1,5 KV;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZFB02;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112246;OC33-;Echange Organe Attelage;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZSB01;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112247;OA912;Echange Organe Batterie;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZHC01;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112248;OA911;Echange Organe Batterie;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZHC01;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112249;OA2RF;Echange Organe Resistance Freinage;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZFD06;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112250;OA11-;Echange Organe Production d'air 2;A.52;N;-;ORGANES;-;INACTIF;PHZ;PHZQB0102;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112251;MXFK2;Module Essieu Fosse Kilomètre 2;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;VR1001;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112252;MUTU1;Module aUtre Terre plein non couvert à chaque entrée en Tech;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112253;P20YH;ATP 20 ANS PORTE MECA;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112254;MSTK1;Module Test de Sécurité Terre Plein Kilomètre 1;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112255;MSTJ3;Module Test de Sécurité Terre plein non couvert Jour 3;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112256;P20YF;ATP 20 ANS Manipulateur;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112257;MU002;Module Réparation 1;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112258;P20YG;ATP 20 ANS  PUPITRE;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZGC03;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112259;MU001;Module Occasionnel 1;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112260;MUPK1;Module aUtre Passerelle Kilomètre 1;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112261;P20YD;ATP 20 ANS cartes CVS 400V/72V;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112262;MU003;Module Réparation 2;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112263;P20YE;ATP 20 ANS Essuie vitre;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112264;MUPK3;Module aUtre Passerelle Kilomètre 3;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112265;P20YB;ATP 20 ANS DJCC;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112266;MUPK2;Module aUtre Passerelle Kilomètre 2;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112267;P20YC;ATP 20 ANS Comble lacune;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112268;MSTJ2;Module Test de Sécurité Terre plein non couvert Jour 2;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112269;MSPJ4;Module Test de Sécurité Passerelle Jour 4;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112270;P7YA-;ATP 7 ANS- VENTIL M2A;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112271;MSTJ1;Module Test de Sécurité Terre plein non couvert Jour 1;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112272;P6YA-;ATP 6 ANS Production d'air 1;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112273;P20YJ;ATP 20 ANS SDQ2;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112274;P20YI;ATP 20 ANS RETRO;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112275;MITK8;Module Inventaire Terre plein non couvert Kilomètre 8;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZ;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112276;P11YC;ATP 11 ANS FREIN PF2;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112277;MITJe;Module Inventaire Terre Plein Jour d détartrage Réservoir to;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZL;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112278;P12YA;ATP 12 ANS PANTOPNEU;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZFB02;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112279;MITJd;Module Inventaire Terre Plein Jour d détartrage Réservoir to;A.52;N;-;MODULAIRE;-;INACTIF;PHZ;PHZL;ITM 40 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
112280;P12YB;ATP 12 ANS Production d'air 3;A.52;N;-;REVISION;-;INACTIF;PHZ;PHZ;ITM 45 070;1;22/01/2014 00:00;;-;-;M;Opération de Maintenance;1;Non Renseigné;
